id,condiciones_clima,temperatura,temp_rocio,humedad,vel_viento,dir_viento,visibilidad,presion,precipitacion,niebla,lluvia,nieve
4867,despejado,-1.1,-16.7,30.0,9.3,0,16.1,30.5,,No,No,No
8371,despejado,27.8,12.2,38.0,11.1,0,14.5,30.1,,No,No,No
1477,nublado,0.0,-2.2,85.0,9.3,0,4.8,30.1,,No,No,No
7609,despejado,13.3,6.1,62.0,0.0,0,16.1,29.8,,No,No,No
3938,nublado,13.3,8.9,75.0,13.0,70,16.1,29.9,0.0,No,No,No
895,nublado,17.8,13.3,75.0,0.0,0,14.5,29.9,0.0,No,No,No
6416,despejado,12.8,-2.8,34.0,0.0,0,16.1,29.9,,No,No,No
3769,nublado,12.2,-1.1,40.0,0.0,0,16.1,29.9,,No,No,No
445,nublado,2.2,-11.7,36.0,13.0,60,16.1,30.3,,No,No,No
6039,despejado,14.4,6.1,58.0,5.6,0,16.1,30.0,,No,No,No
5824,despejado,13.3,5.6,60.0,9.3,0,16.1,30.1,,No,No,No
4482,despejado,1.7,-16.1,26.0,13.0,270,16.1,30.2,,No,No,No
3385,despejado,13.3,11.1,87.0,5.6,30,12.9,30.3,,No,No,No
4572,despejado,-0.6,-8.3,57.0,7.4,280,16.1,30.4,,No,No,No
5437,despejado,2.8,-5.6,54.0,18.5,230,16.1,30.0,,No,No,No
6001,llovizna,13.3,9.4,77.0,9.3,70,14.5,29.9,0.0,No,Si,No
1183,despejado,6.1,-12.2,26.0,14.8,310,16.1,30.2,,No,No,No
4246,nubes dispersas,8.3,0.6,59.0,18.5,50,16.1,30.4,,No,No,No
3674,nublado,22.2,12.8,55.0,5.6,0,16.1,29.8,,No,No,No
3780,nublado,1.7,-0.6,85.0,33.3,70,8.0,30.2,0.3,No,No,No
193,despejado,6.7,-3.9,47.0,7.4,270,16.1,30.1,,No,No,No
8224,lluvia,11.1,10.0,93.0,11.1,0,0.4,29.4,14.7,Si,Si,No
4424,nublado,9.4,5.6,77.0,7.4,0,16.1,29.8,,No,No,No
7402,despejado,22.0,12.0,53.0,13.0,270,16.1,30.1,,No,No,No
7754,nublado,6.7,-4.4,45.0,,0,16.1,30.0,,No,No,No
6828,lluvia,6.7,5.0,89.0,7.4,40,2.4,29.8,2.8,No,Si,No
4161,nubes dispersas,12.2,6.1,66.0,5.6,0,16.1,29.8,,No,No,No
3092,despejado,15.6,-1.7,31.0,13.0,30,16.1,30.1,,No,No,No
8466,despejado,18.9,10.0,56.0,5.6,0,16.1,29.8,,No,No,No
4355,desconocido,17.5,17.0,97.0,,0,,,,No,No,No
3655,nublado,21.7,20.6,93.0,5.6,270,6.4,29.8,,No,No,No
491,principalmente_nublado,-3.3,-18.9,30.0,20.4,300,16.1,29.8,,No,No,No
906,despejado,7.2,1.1,65.0,0.0,0,16.1,30.4,,No,No,No
7806,nublado,2.8,-6.1,52.0,16.7,40,16.1,30.0,,No,No,No
1256,principalmente_nublado,26.1,21.7,77.0,16.7,260,11.3,29.8,,No,No,No
4236,bruma,14.4,10.6,78.0,0.0,0,9.7,29.9,,No,No,No
7130,nublado,11.1,-0.6,45.0,0.0,0,16.1,30.1,,No,No,No
2479,despejado,7.2,-13.3,22.0,0.0,0,16.1,30.0,,No,No,No
4084,despejado,3.9,-7.2,45.0,9.3,0,16.1,30.4,,No,No,No
5108,despejado,14.4,1.7,42.0,7.4,40,16.1,30.0,,No,No,No
2328,despejado,13.9,-7.8,22.0,14.8,60,16.1,30.5,,No,No,No
5795,llovizna,10.0,7.8,86.0,11.1,90,11.3,29.8,0.0,No,Si,No
514,despejado,14.4,11.1,81.0,0.0,0,14.5,30.3,,No,No,No
5739,desconocido,15.5,15.5,100.0,,0,,,,No,No,No
3316,nublado,16.1,11.7,75.0,7.4,0,16.1,29.7,,No,No,No
4669,despejado,6.7,-12.8,24.0,16.7,310,16.1,29.9,,No,No,No
934,despejado,17.8,-8.9,16.0,9.3,0,16.1,30.4,,No,No,No
20,despejado,-4.4,-17.2,37.0,16.7,280,16.1,29.8,,No,No,No
709,despejado,1.7,-12.8,34.0,,0,16.1,29.9,,No,No,No
3454,despejado,-8.9,-17.2,52.0,25.9,290,16.1,30.0,,No,No,No
2102,despejado,32.2,18.9,45.0,,0,11.3,30.1,,No,No,No
4171,despejado,21.1,16.1,73.0,0.0,0,16.1,30.2,,No,No,No
4255,despejado,25.6,15.0,52.0,7.4,0,14.5,29.9,,No,No,No
47,nublado,-2.2,-15.0,38.0,11.1,20,16.1,30.2,,No,No,No
8020,despejado,19.4,9.4,52.0,11.1,0,16.1,29.9,,No,No,No
6309,nubes dispersas,12.2,6.1,66.0,5.6,0,16.1,29.8,,No,No,No
1871,despejado,12.8,-2.8,34.0,16.7,30,16.1,30.0,,No,No,No
7390,principalmente_nublado,20.0,13.3,65.0,0.0,0,14.5,30.1,,No,No,No
1771,nublado,15.6,13.3,86.0,9.3,0,16.1,29.3,0.3,No,No,No
3003,despejado,24.4,13.3,50.0,7.4,240,16.1,30.1,,No,No,No
7743,lluvia fuerte,19.0,18.0,94.0,7.4,0,0.8,29.7,6.6,Si,Si,No
850,despejado,27.0,9.0,32.0,5.6,270,16.1,30.0,,No,No,No
6511,despejado,20.0,-5.0,18.0,0.0,0,16.1,30.0,,No,No,No
1661,nublado,5.6,3.3,85.0,31.5,80,4.8,30.0,0.3,No,No,No
516,nublado,8.3,3.9,74.0,11.1,0,16.1,29.9,,No,No,No
348,despejado,4.4,-13.9,26.0,7.4,0,16.1,29.9,,No,No,No
1093,nublado,11.7,7.2,74.0,11.1,160,16.1,29.8,0.0,No,No,No
202,nublado,13.9,1.1,42.0,13.0,60,16.1,30.1,,No,No,No
2383,despejado,20.6,15.0,70.0,11.1,0,12.9,30.1,,No,No,No
2417,bruma,20.6,17.8,84.0,9.3,0,9.7,29.7,,No,No,No
3538,nublado,9.4,-2.2,44.0,5.6,0,16.1,30.1,,No,No,No
6542,nublado,10.0,5.6,74.0,7.4,0,16.1,29.9,,No,No,No
1328,nubes dispersas,0.6,-1.7,85.0,7.4,0,8.0,30.1,,No,No,No
4498,nublado,10.0,-2.2,43.0,16.7,290,16.1,29.9,,No,No,No
3901,desconocido,20.6,8.3,45.0,18.5,310,16.1,29.8,,No,No,No
6344,despejado,16.1,2.2,39.0,13.0,40,16.1,29.9,,No,No,No
5773,despejado,9.4,-5.0,36.0,0.0,0,16.1,30.3,,No,No,No
4681,despejado,15.6,6.1,53.0,7.4,290,14.5,29.8,,No,No,No
7572,nublado,23.3,15.6,62.0,11.1,0,14.5,30.1,,No,No,No
2071,despejado,20.6,8.3,45.0,7.4,0,16.1,30.0,,No,No,No
7393,despejado,7.2,1.1,65.0,0.0,0,16.1,30.4,,No,No,No
7296,bruma,11.1,8.3,83.0,5.6,170,6.4,30.0,,No,No,No
5204,despejado,18.9,4.4,38.0,5.6,0,16.1,30.2,,No,No,No
5367,despejado,13.9,-1.1,36.0,14.8,150,16.1,30.3,,No,No,No
5328,nublado,14.4,11.7,84.0,0.0,0,16.1,29.9,,No,No,No
6829,despejado,16.1,7.2,56.0,0.0,0,16.1,30.3,,No,No,No
3624,despejado,3.9,-5.6,50.0,0.0,0,16.1,30.3,,No,No,No
6717,despejado,20.6,-2.8,21.0,14.8,190,16.1,30.3,,No,No,No
5360,nublado,-0.6,-2.2,89.0,14.8,20,3.2,30.1,0.3,No,No,No
5156,nublado,1.1,-9.4,46.0,5.6,0,16.1,30.2,,No,No,No
5452,despejado,-18.3,-27.8,44.0,20.4,300,16.1,30.5,,No,No,No
6390,llovizna,9.4,2.2,61.0,9.3,30,14.5,30.0,0.0,No,Si,No
4872,despejado,6.1,-11.7,27.0,22.2,60,16.1,30.1,,No,No,No
8341,despejado,13.9,-5.0,27.0,16.7,30,16.1,30.3,,No,No,No
14,despejado,7.2,-14.4,20.0,7.4,10,16.1,30.1,,No,No,No
1678,nublado,0.6,-3.3,75.0,14.8,30,16.1,30.0,,No,No,No
2283,despejado,11.1,1.7,53.0,5.6,0,16.1,30.2,,No,No,No
3059,lluvia,20.6,19.4,93.0,5.6,0,2.4,29.9,1.8,No,Si,No
1457,despejado,-4.4,-16.1,40.0,0.0,0,16.1,30.2,,No,No,No
5745,despejado,23.9,14.4,55.0,5.6,0,11.3,30.1,,No,No,No
325,despejado,17.2,-2.8,26.0,,0,16.1,30.0,,No,No,No
4367,principalmente_nublado,8.3,-6.1,36.0,,0,16.1,29.8,,No,No,No
1464,nublado,11.1,9.4,89.0,7.4,0,4.8,29.8,,No,No,No
7064,desconocido,18.0,11.0,64.0,,0,,,,No,No,No
1174,desconocido,18.0,-3.0,24.0,,0,,,,No,No,No
6032,parcialmente nublado,9.0,2.0,62.0,25.9,70,16.1,30.1,,No,No,No
2509,nieve ligera,2.8,-4.4,59.0,9.3,0,6.4,29.9,0.3,No,No,Si
3333,despejado,-1.7,-18.9,26.0,5.6,290,16.1,30.6,,No,No,No
6287,despejado,13.9,-3.3,30.0,5.6,0,16.1,29.9,,No,No,No
1283,despejado,13.9,-2.8,32.0,9.3,0,16.1,30.2,,No,No,No
4962,llovizna,19.4,13.3,68.0,5.6,0,12.9,29.8,0.0,No,Si,No
3949,principalmente_nublado,25.6,21.7,79.0,9.3,0,11.3,29.8,,No,No,No
431,despejado,16.1,-1.7,30.0,9.3,60,16.1,30.1,,No,No,No
6675,nublado,1.1,-7.2,54.0,11.1,0,16.1,29.8,,No,No,No
1982,nublado,1.7,-7.2,52.0,0.0,0,14.5,30.3,,No,No,No
6504,despejado,1.7,-7.8,50.0,7.4,240,16.1,30.0,,No,No,No
4357,despejado,6.7,-1.1,58.0,11.1,0,14.5,30.0,,No,No,No
3451,despejado,1.7,-6.1,57.0,7.4,250,16.1,29.9,,No,No,No
8336,despejado,16.7,12.8,78.0,5.6,250,11.3,30.0,,No,No,No
274,despejado,5.6,-13.9,24.0,14.8,20,16.1,30.3,,No,No,No
3387,nublado,17.2,14.4,84.0,0.0,0,12.9,30.1,,No,No,No
4478,despejado,15.0,6.1,55.0,7.4,280,16.1,29.9,,No,No,No
2305,despejado,0.6,-9.4,48.0,11.1,0,16.1,30.2,,No,No,No
2205,despejado,23.0,12.0,50.0,13.0,270,16.1,30.1,,No,No,No
2551,nublado,8.9,3.9,71.0,16.7,260,16.1,29.6,,No,No,No
5410,principalmente_nublado,6.7,-4.4,45.0,18.5,310,16.1,30.0,,No,No,No
7635,principalmente_nublado,28.9,20.0,58.0,9.3,0,16.1,29.8,,No,No,No
1523,nubes dispersas,17.8,10.0,60.0,11.1,0,16.1,29.9,,No,No,No
4470,despejado,1.7,-12.2,35.0,7.4,0,16.1,30.2,,No,No,No
6335,despejado,16.7,12.8,78.0,7.4,170,14.5,30.3,,No,No,No
5089,parcialmente nublado,26.0,9.0,34.0,0.0,0,16.1,30.0,,No,No,No
2786,despejado,1.7,-8.9,46.0,0.0,0,16.1,30.1,,No,No,No
5708,nublado,13.9,5.6,57.0,0.0,0,16.1,30.1,,No,No,No
7874,nublado,12.8,5.6,62.0,20.4,60,16.1,29.7,,No,No,No
294,despejado,18.9,7.8,48.0,9.3,260,16.1,30.0,,No,No,No
700,despejado,0.6,-8.9,50.0,16.7,310,16.1,29.8,,No,No,No
496,nublado,4.4,-2.2,63.0,20.4,260,16.1,29.5,,No,No,No
3632,despejado,17.8,-8.9,16.0,9.3,0,16.1,30.4,,No,No,No
6964,principalmente_nublado,22.2,17.2,73.0,9.3,160,16.1,30.1,,No,No,No
643,despejado,13.3,-2.8,33.0,9.3,170,16.1,30.4,,No,No,No
3903,despejado,30.6,18.9,49.0,5.6,0,11.3,30.1,,No,No,No
4015,llovizna,13.9,12.8,93.0,,0,8.0,29.4,0.0,No,Si,No
3459,despejado,-4.4,-17.2,37.0,16.7,280,16.1,29.8,,No,No,No
4081,despejado,-2.2,-18.9,27.0,0.0,0,16.1,30.6,,No,No,No
7077,despejado,10.0,-4.4,36.0,5.6,0,16.1,30.2,,No,No,No
7959,principalmente_nublado,6.7,-6.1,40.0,,0,16.1,30.2,,No,No,No
3172,nublado,5.0,2.8,86.0,22.2,80,12.9,30.0,0.0,No,No,No
828,despejado,-2.2,-12.2,47.0,14.8,300,16.1,30.4,,No,No,No
3366,nublado,10.0,6.1,77.0,9.3,0,16.1,29.8,,No,No,No
483,bruma,25.6,18.9,66.0,0.0,0,9.7,30.0,,No,No,No
7290,desconocido,12.0,0.0,44.0,,0,,,,No,No,No
4007,despejado,24.4,12.8,48.0,7.4,70,16.1,30.2,,No,No,No
2159,nublado,2.8,-5.6,54.0,14.8,290,16.1,30.1,,No,No,No
6453,llovizna,6.1,4.4,89.0,0.0,0,9.7,29.5,0.3,No,Si,No
4888,bruma,14.4,10.6,78.0,0.0,0,9.7,29.9,,No,No,No
1185,despejado,18.3,-1.7,26.0,0.0,0,16.1,30.1,,No,No,No
5052,principalmente_nublado,3.3,-1.7,70.0,7.4,0,16.1,30.3,,No,No,No
1550,despejado,8.3,1.1,61.0,5.6,310,16.1,30.3,,No,No,No
3462,despejado,25.6,14.4,50.0,11.1,230,16.1,29.6,,No,No,No
2746,despejado,15.6,12.8,83.0,0.0,0,12.9,30.3,,No,No,No
2676,despejado,22.2,8.3,41.0,7.4,0,16.1,29.8,,No,No,No
1401,principalmente_nublado,7.2,-1.1,56.0,7.4,70,16.1,30.0,,No,No,No
1757,despejado,18.3,8.3,52.0,14.8,170,16.1,29.8,,No,No,No
1118,nieve ligera,1.1,-1.7,82.0,7.4,40,4.0,30.0,0.3,No,No,Si
598,despejado,5.6,-11.7,28.0,22.2,310,16.1,29.7,,No,No,No
1284,despejado,18.9,10.0,56.0,5.6,0,16.1,29.8,,No,No,No
4218,despejado,12.8,5.0,59.0,5.6,260,16.1,30.2,,No,No,No
2316,nublado,10.0,5.6,74.0,16.7,50,16.1,29.8,,No,No,No
453,despejado,11.7,0.6,47.0,7.4,0,16.1,29.8,,No,No,No
6327,despejado,0.0,-16.7,28.0,13.0,360,16.1,30.5,,No,No,No
4594,nublado,8.9,5.0,77.0,18.5,60,16.1,29.7,,No,No,No
6087,despejado,16.7,3.3,41.0,9.3,240,16.1,30.2,,No,No,No
2758,despejado,3.9,-8.9,39.0,20.4,250,16.1,30.0,,No,No,No
6214,nublado,17.2,14.4,84.0,0.0,0,11.3,30.1,,No,No,No
4028,nublado,12.2,8.9,80.0,13.0,80,16.1,29.8,,No,No,No
3501,nubes dispersas,20.0,14.0,68.0,0.0,0,12.9,30.1,,No,No,No
7893,despejado,12.8,-0.6,40.0,7.4,0,16.1,30.2,,No,No,No
8452,parcialmente nublado,19.4,6.1,42.0,16.7,50,16.1,29.8,,No,No,No
4679,nublado,3.9,-3.9,57.0,13.0,310,16.1,30.0,,No,No,No
6957,parcialmente nublado,5.0,-6.7,43.0,9.3,0,16.1,30.0,,No,No,No
3048,despejado,13.9,-1.1,36.0,13.0,260,16.1,29.9,,No,No,No
8491,nublado,8.9,7.2,89.0,22.2,60,14.5,29.7,0.8,No,No,No
4231,principalmente_nublado,10.6,0.0,48.0,0.0,0,16.1,30.0,,No,No,No
7194,despejado,5.0,-2.2,60.0,7.4,0,16.1,29.9,,No,No,No
8136,despejado,3.9,-13.3,28.0,20.4,50,16.1,30.1,,No,No,No
2994,desconocido,11.1,2.0,54.0,,0,,,,No,No,No
4851,nublado,7.8,1.1,63.0,9.3,50,16.1,30.4,,No,No,No
8407,llovizna,9.4,6.1,80.0,9.3,270,6.4,29.6,1.3,No,Si,No
843,parcialmente nublado,21.7,3.9,31.0,0.0,0,16.1,30.1,,No,No,No
5597,despejado,7.8,-13.9,20.0,24.1,310,16.1,30.1,,No,No,No
1840,nublado,17.2,14.4,84.0,0.0,0,12.9,30.1,,No,No,No
5687,principalmente_nublado,23.3,15.6,62.0,0.0,0,14.5,30.2,,No,No,No
2457,nublado,7.8,4.4,79.0,7.4,0,12.9,30.0,,No,No,No
2488,despejado,16.7,-6.7,20.0,5.6,0,16.1,30.3,,No,No,No
7062,despejado,3.9,-8.3,41.0,9.3,0,16.1,30.0,,No,No,No
7631,nublado,12.8,-4.4,30.0,16.7,90,16.1,30.1,,No,No,No
6815,nublado,3.9,0.0,76.0,18.5,60,16.1,30.3,,No,No,No
892,despejado,21.7,-2.8,19.0,,0,16.1,30.1,,No,No,No
4847,despejado,11.7,-4.4,32.0,13.0,250,16.1,29.9,,No,No,No
1784,llovizna,12.8,11.7,93.0,5.6,120,4.0,29.9,0.8,No,Si,No
3910,nubes dispersas,1.1,-15.0,30.0,5.6,0,16.1,30.2,,No,No,No
1020,nublado,15.6,12.8,83.0,5.6,0,16.1,30.1,,No,No,No
4804,bruma,11.1,8.3,83.0,5.6,170,6.4,30.0,,No,No,No
1629,despejado,8.9,0.0,54.0,16.7,170,16.1,30.4,,No,No,No
5615,despejado,11.1,3.3,59.0,0.0,0,16.1,30.0,,No,No,No
6056,despejado,14.4,6.1,58.0,5.6,0,16.1,30.0,,No,No,No
3135,nublado,7.8,1.1,63.0,9.3,50,16.1,30.4,,No,No,No
599,nubes dispersas,26.1,17.8,60.0,9.3,0,11.3,29.9,,No,No,No
2185,despejado,1.7,-7.2,52.0,11.1,0,16.1,30.0,,No,No,No
5371,nublado,11.1,2.2,54.0,7.4,60,16.1,30.1,,No,No,No
3745,despejado,3.9,-6.1,49.0,13.0,250,16.1,30.0,,No,No,No
2843,nublado,10.6,6.7,77.0,11.1,0,16.1,29.8,,No,No,No
7382,despejado,17.8,8.9,56.0,,0,16.1,29.8,,No,No,No
2918,nublado,4.4,-1.7,65.0,24.1,260,16.1,29.5,,No,No,No
152,parcialmente nublado,13.3,-5.0,28.0,14.8,270,16.1,29.8,,No,No,No
3852,llovizna,13.9,11.7,87.0,11.1,170,3.2,29.9,3.0,No,Si,No
146,nublado,12.2,6.1,66.0,0.0,0,16.1,29.6,,No,No,No
4626,nublado,-6.1,-18.9,36.0,22.2,310,16.1,30.0,,No,No,No
5762,llovizna,5.6,3.9,89.0,11.1,60,6.4,29.4,3.0,No,Si,No
3619,nublado,12.2,11.1,93.0,13.0,170,4.8,29.7,0.5,No,No,No
7914,despejado,-0.6,-11.1,46.0,16.7,310,16.1,30.2,,No,No,No
3241,nublado,11.7,9.4,86.0,11.1,50,16.1,29.8,,No,No,No
6143,nublado,16.7,14.4,86.0,0.0,0,14.5,30.0,,No,No,No
6609,despejado,8.3,1.1,61.0,7.4,0,16.1,29.9,,No,No,No
1518,principalmente_nublado,13.9,-0.6,37.0,9.3,60,16.1,30.0,,No,No,No
7783,despejado,11.1,1.7,53.0,5.6,0,16.1,30.2,,No,No,No
6307,despejado,9.4,-3.3,41.0,11.1,0,16.1,29.9,,No,No,No
790,nublado,7.2,1.7,68.0,11.1,110,14.5,30.2,,No,No,No
3015,despejado,21.7,11.1,51.0,9.3,0,16.1,30.2,,No,No,No
7126,despejado,17.2,12.8,75.0,5.6,0,14.5,30.1,,No,No,No
3924,bruma,15.0,10.6,75.0,0.0,0,9.7,29.9,,No,No,No
2086,despejado,14.4,-3.3,30.0,14.8,230,16.1,29.8,,No,No,No
311,nublado,8.9,3.9,71.0,16.7,260,16.1,29.6,,No,No,No
2236,nubes dispersas,21.1,15.6,71.0,9.3,0,16.1,30.2,,No,No,No
8160,nubes dispersas,26.1,21.7,77.0,,0,11.3,29.8,,No,No,No
7715,nublado,11.1,5.0,66.0,13.0,250,16.1,29.2,,No,No,No
5164,despejado,-0.6,-8.3,57.0,5.6,0,16.1,30.4,,No,No,No
7666,despejado,25.6,15.0,52.0,7.4,0,14.5,30.1,,No,No,No
6977,despejado,30.6,18.9,49.0,5.6,0,11.3,30.1,,No,No,No
8324,nublado,3.9,-3.9,57.0,13.0,310,16.1,30.0,,No,No,No
4911,despejado,-0.6,-10.0,50.0,14.8,300,16.1,30.2,,No,No,No
1454,nublado,15.0,12.2,83.0,9.3,80,16.1,30.1,,No,No,No
5952,despejado,6.7,-12.8,24.0,16.7,310,16.1,29.9,,No,No,No
5418,despejado,-1.1,-11.1,47.0,9.3,270,16.1,30.1,,No,No,No
7099,despejado,2.8,-6.7,50.0,5.6,0,16.1,30.1,,No,No,No
153,despejado,-1.7,-12.2,45.0,14.8,300,16.1,30.2,,No,No,No
4222,despejado,17.2,5.0,45.0,0.0,0,16.1,30.1,,No,No,No
6404,despejado,17.8,3.3,38.0,5.6,260,16.1,30.2,,No,No,No
6592,despejado,21.7,16.1,70.0,9.3,290,12.9,29.7,,No,No,No
1555,despejado,1.1,-10.0,44.0,14.8,20,16.1,30.1,,No,No,No
6109,bruma,20.0,16.1,78.0,5.6,0,9.7,30.0,,No,No,No
57,despejado,23.3,17.8,71.0,,0,16.1,30.1,,No,No,No
5091,nublado,10.0,7.2,83.0,18.5,70,14.5,29.8,,No,No,No
2583,principalmente_nublado,20.0,13.3,65.0,0.0,0,14.5,30.1,,No,No,No
3112,despejado,10.6,-6.1,31.0,18.5,290,16.1,29.8,,No,No,No
7350,despejado,3.3,-3.3,62.0,5.6,0,16.1,30.1,,No,No,No
862,despejado,20.0,1.1,28.0,16.7,180,16.1,30.1,,No,No,No
7691,principalmente_nublado,26.0,9.0,34.0,14.8,250,16.1,30.0,,No,No,No
1507,llovizna,4.4,2.2,86.0,16.7,70,8.0,29.9,2.5,No,Si,No
2320,despejado,-1.1,-11.1,47.0,9.3,270,16.1,30.1,,No,No,No
5923,desconocido,20.0,12.0,60.0,,0,,,,No,No,No
3103,nublado,18.3,14.4,78.0,5.6,50,14.5,30.1,,No,No,No
8346,principalmente_nublado,21.7,12.2,55.0,9.3,0,16.1,29.8,,No,No,No
1035,despejado,25.0,11.1,42.0,11.1,0,16.1,30.1,,No,No,No
1136,parcialmente nublado,16.7,10.0,65.0,7.4,0,16.1,30.4,,No,No,No
7459,despejado,16.7,3.3,41.0,,0,16.1,30.2,,No,No,No
1866,nieve ligera,-0.6,-2.2,89.0,,0,1.2,30.1,0.3,No,No,Si
6543,despejado,15.6,0.0,35.0,9.3,0,16.1,29.8,,No,No,No
5010,despejado,17.8,-8.9,16.0,13.0,20,16.1,30.2,,No,No,No
7046,nublado,-2.2,-14.4,39.0,11.1,0,16.1,30.1,,No,No,No
832,despejado,22.2,13.9,59.0,9.3,70,16.1,30.2,,No,No,No
4050,despejado,18.3,1.1,32.0,9.3,290,16.1,30.0,,No,No,No
6922,despejado,7.2,-1.1,56.0,7.4,160,16.1,30.4,,No,No,No
6939,despejado,24.4,10.6,42.0,0.0,0,16.1,30.1,,No,No,No
1901,principalmente_nublado,-7.8,-23.9,27.0,33.3,310,16.1,30.1,,No,No,No
2971,nublado,10.0,1.1,54.0,9.3,50,16.1,29.9,0.3,No,No,No
6905,despejado,21.1,4.4,33.0,5.6,0,16.1,30.2,,No,No,No
4162,despejado,7.2,-6.1,39.0,,0,16.1,30.0,,No,No,No
6294,despejado,20.6,10.0,51.0,9.3,60,16.1,30.2,,No,No,No
5969,parcialmente nublado,5.0,-7.8,40.0,13.0,300,16.1,30.1,,No,No,No
242,despejado,7.2,-3.9,46.0,,0,16.1,30.1,,No,No,No
2696,llovizna,11.7,8.9,83.0,0.0,0,8.0,29.7,0.0,No,Si,No
3373,bruma,-4.4,-8.9,71.0,13.0,100,9.7,30.4,,No,No,No
1990,nublado,10.6,6.1,74.0,20.4,70,16.1,29.7,,No,No,No
2776,despejado,0.6,-9.4,48.0,11.1,0,16.1,30.2,,No,No,No
1848,despejado,24.4,12.8,48.0,13.0,200,14.5,29.9,,No,No,No
4321,principalmente_nublado,20.0,13.3,65.0,0.0,0,14.5,30.0,,No,No,No
5173,nubes dispersas,6.7,-1.7,55.0,7.4,0,16.1,29.7,,No,No,No
2165,despejado,9.4,1.7,59.0,18.5,70,16.1,30.1,,No,No,No
1870,despejado,7.2,-14.4,20.0,7.4,10,16.1,30.1,,No,No,No
2423,llovizna,6.1,5.0,93.0,0.0,0,4.0,29.8,0.3,No,Si,No
3194,despejado,15.0,4.4,49.0,9.3,300,16.1,30.2,,No,No,No
7848,parcialmente nublado,6.7,-4.4,45.0,25.9,270,16.1,29.6,,No,No,No
8280,lluvia fuerte,20.6,19.4,93.0,5.6,150,2.0,29.9,6.1,No,Si,No
2621,despejado,5.6,-8.9,35.0,0.0,0,16.1,30.3,,No,No,No
5502,nublado,16.1,12.8,81.0,9.3,0,16.1,29.8,0.0,No,No,No
2502,despejado,12.8,0.0,42.0,16.7,250,16.1,29.9,,No,No,No
7756,despejado,3.9,-8.3,41.0,16.7,230,16.1,30.0,,No,No,No
6295,despejado,6.7,-2.8,51.0,0.0,0,16.1,30.2,,No,No,No
8412,despejado,17.8,6.7,48.0,0.0,0,12.9,29.8,,No,No,No
2719,despejado,18.9,4.4,38.0,,0,16.1,30.0,,No,No,No
8325,nublado,17.0,14.0,82.0,0.0,0,11.3,30.1,,No,No,No
1286,despejado,7.2,-2.2,52.0,9.3,160,16.1,30.4,,No,No,No
1976,nieve ligera,-5.6,-10.0,72.0,22.2,310,2.8,29.8,0.0,No,No,Si
5057,despejado,11.1,-11.1,20.0,16.7,310,16.1,30.0,,No,No,No
6220,nublado,1.7,-6.1,57.0,9.3,0,16.1,30.2,,No,No,No
1268,nublado,11.7,10.0,89.0,7.4,80,4.0,29.9,,No,No,No
1189,llovizna,18.9,17.8,93.0,11.1,210,4.8,29.6,2.8,No,Si,No
6949,despejado,27.2,12.8,41.0,13.0,50,16.1,30.1,,No,No,No
4214,despejado,26.1,12.8,44.0,9.3,60,16.1,30.2,,No,No,No
7538,desconocido,8.0,-3.0,46.0,,0,,,,No,No,No
7474,despejado,4.4,-7.2,43.0,7.4,260,16.1,30.3,,No,No,No
1079,despejado,13.3,5.0,57.0,0.0,0,16.1,30.1,,No,No,No
4589,bruma,23.3,15.0,59.0,11.1,0,9.7,30.1,,No,No,No
5807,despejado,10.6,-5.0,33.0,0.0,0,16.1,30.1,,No,No,No
5357,nublado,7.2,3.9,80.0,13.0,290,16.1,29.5,,No,No,No
2193,lluvia,6.1,3.9,86.0,11.1,0,2.8,29.8,0.8,No,Si,No
470,nublado,6.7,-1.7,55.0,9.3,0,16.1,29.9,,No,No,No
488,despejado,14.4,-3.3,30.0,11.1,0,16.1,29.9,,No,No,No
2728,despejado,11.7,-5.0,31.0,11.1,60,16.1,30.5,,No,No,No
5188,despejado,1.7,-12.2,35.0,14.8,310,16.1,30.1,,No,No,No
4584,desconocido,13.0,2.0,47.0,,0,,,,No,No,No
5666,despejado,17.8,3.9,40.0,9.3,0,16.1,30.2,,No,No,No
8183,llovizna,15.0,13.3,90.0,5.6,0,4.8,29.9,0.8,No,Si,No
1765,nublado,6.7,2.8,76.0,16.7,90,16.1,30.1,0.3,No,No,No
5307,despejado,1.7,-9.4,44.0,11.1,0,16.1,30.2,,No,No,No
7692,despejado,7.2,0.0,60.0,0.0,0,16.1,30.1,,No,No,No
2046,desconocido,11.0,2.0,54.0,,0,,,,No,No,No
2044,parcialmente nublado,2.8,-2.2,70.0,5.6,0,16.1,29.8,,No,No,No
156,nublado,15.6,13.3,86.0,,0,16.1,29.3,0.3,No,No,No
4975,despejado,26.1,17.8,60.0,9.3,170,14.5,29.9,,No,No,No
5599,principalmente_nublado,27.2,20.0,65.0,5.6,290,16.1,29.8,,No,No,No
1108,despejado,25.0,17.2,62.0,5.6,0,12.9,30.1,,No,No,No
72,nublado,5.0,-2.2,60.0,14.8,50,16.1,30.2,,No,No,No
6738,llovizna,4.4,2.2,86.0,14.8,70,8.0,29.9,3.0,No,Si,No
3329,parcialmente nublado,28.3,20.6,63.0,0.0,0,14.5,29.8,,No,No,No
231,despejado,21.7,2.2,28.0,,0,16.1,30.0,,No,No,No
8185,despejado,11.1,-1.7,41.0,0.0,0,16.1,29.9,,No,No,No
